Ticker,Category,Mkt_Cap,Act_Exp,Net_Exp,Dist_Freq
PFD,Fixed Income,148600.9,0.008420911,0.01532371,12.0
PFL,Fixed Income,288552.44,0.009164152,0.010988423,12.0
PFN,Fixed Income,607836.6170000001,0.008658131999999999,0.010425575,12.0
PFO,Fixed Income,144263.36,0.008497246,0.015384961,12.0
PGP,Equity Foreign,154598.4,0.012489496999999999,0.019668605,12.0
PGZ,Equity US,122204.52,0.014328593,0.021638042000000003,12.0
PHD,Fixed Income,257522.58,0.00847177,0.015510655,12.0
PHK,Fixed Income,1134020.8,0.007078541999999999,0.010388316,12.0
PHT,Fixed Income,256656.96,0.007268103000000001,0.014767013,12.0
PHYS,Precious Metals,2108464.188,0.0044,0.0044,
PIM,Fixed Income,237770.88,0.0071264580000000004,0.0071264580000000004,12.0
PKO,Fixed Income,395098.5168,0.01117053,0.019916937,12.0
PMF,Municipal Bonds,346680.0,0.00708537,0.007677591,12.0
PML,Municipal Bonds,860896.5,0.006694655,0.008148121,12.0
PMM,Municipal Bonds,397101.65,0.007530754000000001,0.008160403,12.0
PMO,Municipal Bonds,448621.5,0.0065924619999999995,0.008333808,12.0
PMX,Municipal Bonds,391709.62,0.006975403000000001,0.008359281,12.0
PNF,Municipal Bonds,100401.46,0.007724025,0.008029927,12.0
PNI,Municipal Bonds,130777.5,0.007310558000000001,0.009164558,12.0
PPR,Fixed Income,703470.88,0.01110753,0.017571694,12.0
PPT,Fixed Income,533295.5625,0.005487402,0.005489428,12.0
PSF,Fixed Income,322119.45,0.008710679,0.014726342,12.0
PSLV,Precious Metals,873086.7893,0.0065,0.0065,
PTY,Fixed Income,1354386.88,0.005734065,0.00817815,12.0
PYN,Municipal Bonds,57622.782,0.00874996,0.010166017,12.0
PZC,Municipal Bonds,241558.98,0.006484304000000001,0.008311611,12.0
QQQX,Equity US,799218.13,0.00904822,0.00904822,4.0
RA,Equity US,778416.748,0.008664557,0.013666534,12.0
RCG,Equity US,7942.7952,0.036359012999999996,0.036867531,1.0
RCS,Fixed Income,437667.84,0.0026227990000000003,0.004381637,12.0
RFI,Equity US,334789.35,0.008842605,0.008842605,12.0
RGT,Equity Foreign,104620.0,0.014412158999999999,0.016217318,1.0
RIF,Equity US,183533.98,0.010606563000000001,0.015112005,4.0
RIV,Equity US,63459.5,0.015229616000000001,0.023638446,12.0
RMI,Municipal Bonds,122629.5206,,,12.0
RMT,Equity US,347074.14,0.009316448,0.012272303,4.0
RNP,Equity US,934691.55,0.007694769000000001,0.0127928,12.0
RQI,Equity US,1337222.25,0.009708678,0.014636888,12.0
RVT,Equity US,1227324.345,0.004963116,0.006366747,4.0
SBI,Municipal Bonds,122231.76,0.01208901,0.01208901,12.0
SCD,Equity US,228653.845,0.009584846999999999,0.014235516,4.0
SMM,Equity US,160738.54,0.016374884,0.02342295,4.0
SOR,Equity US,308833.28,0.00874813,0.0090473,4.0
SPE,Equity US,112298.21,0.014372125,0.014372125,1.0
SPPP,Precious Metals,105934.6482,0.0089,0.0089,
SPXX,Equity US,249563.85,0.009041598,0.009041598,4.0
SRF,Equity US,19156.5,0.023167124,0.02637488,12.0
SRV,Equity US,68619.46,0.032391562,0.039987428,12.0
STK,Equity US,306221.2,0.011351192,0.011351192,4.0
SWZ,Equity Foreign,189095.58,0.015550181000000001,0.015550181000000001,4.0
SZC,Equity US,95829.98,0.016411086000000002,0.020571643,12.0
TDF,Equity Foreign,658487.6766,0.013320392,0.013320392,1.0
TEI,Fixed Income,498219.24,0.011675636000000001,0.011675636000000001,12.0
THQ,Equity US,765882.5354,0.012330424,0.017340404,12.0
THW,Equity US,392707.2,0.013009524,0.017962014,12.0
TLI,Fixed Income,93625.38,0.008484806999999999,0.015176077,12.0
TPZ,Equity US,127898.4,0.01231328,0.017641717,12.0
TSI,Fixed Income,259417.28,0.008082366,0.008207459,4.0
TSLF,Fixed Income,113807.46,0.015935004,0.022367761,12.0
TTP,Equity US,152193.12,0.016572193,0.022805132000000002,4.0
TURN,Equity US,59134.9122,0.06730261,0.067529133,
TWN,Equity Foreign,136210.57,0.016296794,0.016296794,1.0
TY,Equity US,1438403.075,0.004663271,0.004663271,4.0
TYG,Equity US,1194478.01,0.005735778,0.008715779,4.0
USA,Equity US,1175048.81,0.009464151,0.009464151,4.0
UTF,Equity US,1994926.644,0.00965016,0.015448011999999999,12.0
UTG,Equity US,1544610.5880000002,0.0068929,0.010732789,12.0
VAM,Equity US,76069.03,0.020962015,0.020962015,12.0
VBF,Fixed Income,205548.259,0.005455616,0.005455616,12.0
VCF,Municipal Bonds,67176.256,0.00678383,0.013666838999999998,12.0
VCV,Municipal Bonds,580123.8,0.006098426999999999,0.014738518999999999,12.0
VFL,Municipal Bonds,55369.2896,0.007011282,0.014362505,12.0
VGI,Fixed Income,137390.4,0.013077026,0.01857151,12.0
VGM,Municipal Bonds,658833.75,0.005777471,0.013854336,12.0
VKI,Municipal Bonds,471886.96,0.006061368,0.013691375,12.0
VKQ,Municipal Bonds,656648.4,0.005653923000000001,0.014119736,12.0
VLT,Fixed Income,113814.36,0.008464807,0.015002666999999999,12.0
VMM,Municipal Bonds,140936.25,0.005682591999999999,0.013049544,12.0
VMO,Municipal Bonds,795948.6805,0.006188973,0.013688378999999999,12.0
VPV,Municipal Bonds,290249.4,0.0060847259999999995,0.014669045,12.0
VTA,Fixed Income,807624.6,0.012461761000000002,0.020224192,12.0
VTN,Municipal Bonds,251071.42,0.006251245,0.014747626000000002,12.0
VVR,Fixed Income,741748.32,0.010075025,0.017324498,12.0
WEA,Fixed Income,149764.9,0.007425396999999999,0.012439723,12.0
WIA,Fixed Income,319225.35,0.007152663,0.010769657,12.0
WIW,Fixed Income,648470.8608,0.007233101,0.010790799999999998,12.0
XFLT,Equity US,70123.2,0.021857741,0.030447098,12.0
ZF,Equity US,206013.39,0.012253577,0.017804558999999998,4.0
ZTR,Equity US,258836.393,0.010865627,0.016809845,12.0
